start_time,datetime,flow_mean,flow_total,transactions_count_flow
1650934800000,2022-04-26 01:00:00,0.0,0.0,0
1650938400000,2022-04-26 02:00:00,0.13366049,1.06928394,8
1650942000000,2022-04-26 03:00:00,0.0,0.0,0
1650945600000,2022-04-26 04:00:00,0.0,0.0,0
1650949200000,2022-04-26 05:00:00,0.0,0.0,0
1650952800000,2022-04-26 06:00:00,0.0,0.0,0
1650956400000,2022-04-26 07:00:00,0.0,0.0,0
1650960000000,2022-04-26 08:00:00,0.0,0.0,0
1650963600000,2022-04-26 09:00:00,0.0003851,0.00077019,2
1650967200000,2022-04-26 10:00:00,0.0,0.0,0
1650970800000,2022-04-26 11:00:00,0.0,0.0,0
1650974400000,2022-04-26 12:00:00,0.0,0.0,0
1650978000000,2022-04-26 13:00:00,0.0,0.0,0
1650981600000,2022-04-26 14:00:00,0.00658451,0.00658451,1
1650985200000,2022-04-26 15:00:00,0.0,0.0,0
1650988800000,2022-04-26 16:00:00,0.0,0.0,0
1650992400000,2022-04-26 17:00:00,0.0,0.0,0
1650996000000,2022-04-26 18:00:00,0.0,0.0,0
1650999600000,2022-04-26 19:00:00,0.0,0.0,0
1651003200000,2022-04-26 20:00:00,0.0,0.0,0
1651006800000,2022-04-26 21:00:00,0.000533,0.000533,1
1651010400000,2022-04-26 22:00:00,0.0,0.0,0
1651014000000,2022-04-26 23:00:00,0.0,0.0,0
1651017600000,2022-04-27 00:00:00,0.0,0.0,0
1651021200000,2022-04-27 01:00:00,0.00323723,0.00323723,1
1651024800000,2022-04-27 02:00:00,0.0,0.0,0
1651028400000,2022-04-27 03:00:00,0.0,0.0,0
1651032000000,2022-04-27 04:00:00,0.0,0.0,0
1651035600000,2022-04-27 05:00:00,0.15752807,1.10269652,7
1651039200000,2022-04-27 06:00:00,0.0,0.0,0
1651042800000,2022-04-27 07:00:00,0.0,0.0,0
1651046400000,2022-04-27 08:00:00,0.00041982,0.00041982,1
1651050000000,2022-04-27 09:00:00,0.0,0.0,0
1651053600000,2022-04-27 10:00:00,0.0,0.0,0
1651057200000,2022-04-27 11:00:00,0.0,0.0,0
1651060800000,2022-04-27 12:00:00,0.0,0.0,0
1651064400000,2022-04-27 13:00:00,0.0,0.0,0
1651068000000,2022-04-27 14:00:00,0.0,0.0,0
1651071600000,2022-04-27 15:00:00,0.0004,0.0004,1
1651075200000,2022-04-27 16:00:00,0.0,0.0,0
1651078800000,2022-04-27 17:00:00,0.0,0.0,0
1651082400000,2022-04-27 18:00:00,0.0,0.0,0
1651086000000,2022-04-27 19:00:00,0.0,0.0,0
1651089600000,2022-04-27 20:00:00,0.0,0.0,0
1651093200000,2022-04-27 21:00:00,0.0,0.0,0
1651096800000,2022-04-27 22:00:00,0.0,0.0,0
1651100400000,2022-04-27 23:00:00,0.0,0.0,0
1651104000000,2022-04-28 00:00:00,0.0,0.0,0
1651107600000,2022-04-28 01:00:00,0.0,0.0,0
1651111200000,2022-04-28 02:00:00,0.00410526,0.00410526,1
1651114800000,2022-04-28 03:00:00,0.18696205,1.12177231,6
1651118400000,2022-04-28 04:00:00,0.0,0.0,0
1651122000000,2022-04-28 05:00:00,0.0,0.0,0
1651125600000,2022-04-28 06:00:00,0.0,0.0,0
1651129200000,2022-04-28 07:00:00,0.00504,0.00504,1
1651132800000,2022-04-28 08:00:00,0.0,0.0,0
1651136400000,2022-04-28 09:00:00,0.0,0.0,0
1651140000000,2022-04-28 10:00:00,0.0,0.0,0
1651143600000,2022-04-28 11:00:00,0.0,0.0,0
1651147200000,2022-04-28 12:00:00,0.0,0.0,0
1651150800000,2022-04-28 13:00:00,0.0,0.0,0
1651154400000,2022-04-28 14:00:00,0.0,0.0,0
1651158000000,2022-04-28 15:00:00,0.00075,0.00075,1
1651161600000,2022-04-28 16:00:00,0.0,0.0,0
1651165200000,2022-04-28 17:00:00,0.0,0.0,0
1651168800000,2022-04-28 18:00:00,0.0,0.0,0
1651172400000,2022-04-28 19:00:00,0.0,0.0,0
1651176000000,2022-04-28 20:00:00,0.000317,0.000317,1
1651179600000,2022-04-28 21:00:00,0.0,0.0,0
1651183200000,2022-04-28 22:00:00,0.0,0.0,0
1651186800000,2022-04-28 23:00:00,0.0,0.0,0
1651190400000,2022-04-29 00:00:00,0.0,0.0,0
1651194000000,2022-04-29 01:00:00,0.0,0.0,0
1651197600000,2022-04-29 02:00:00,0.00097665,0.00097665,1
1651201200000,2022-04-29 03:00:00,0.0,0.0,0
1651204800000,2022-04-29 04:00:00,0.0,0.0,0
1651208400000,2022-04-29 05:00:00,0.14212187,0.99485306,7
1651212000000,2022-04-29 06:00:00,0.0,0.0,0
1651215600000,2022-04-29 07:00:00,0.0,0.0,0
1651219200000,2022-04-29 08:00:00,0.00209015,0.0041803,2
1651222800000,2022-04-29 09:00:00,0.0,0.0,0
1651226400000,2022-04-29 10:00:00,0.0,0.0,0
1651230000000,2022-04-29 11:00:00,0.0,0.0,0
1651233600000,2022-04-29 12:00:00,0.0,0.0,0
1651237200000,2022-04-29 13:00:00,0.0,0.0,0
1651240800000,2022-04-29 14:00:00,0.0,0.0,0
1651244400000,2022-04-29 15:00:00,0.0,0.0,0
1651248000000,2022-04-29 16:00:00,0.0,0.0,0
1651251600000,2022-04-29 17:00:00,0.0,0.0,0
1651255200000,2022-04-29 18:00:00,0.0,0.0,0
1651258800000,2022-04-29 19:00:00,0.0,0.0,0
1651262400000,2022-04-29 20:00:00,0.0,0.0,0
1651266000000,2022-04-29 21:00:00,0.0,0.0,0
1651269600000,2022-04-29 22:00:00,0.0,0.0,0
1651273200000,2022-04-29 23:00:00,0.0,0.0,0
1651276800000,2022-04-30 00:00:00,0.0,0.0,0
1651280400000,2022-04-30 01:00:00,0.0,0.0,0
1651284000000,2022-04-30 02:00:00,0.00078894,0.00157787,2
1651287600000,2022-04-30 03:00:00,0.0,0.0,0
1651291200000,2022-04-30 04:00:00,0.0,0.0,0
1651294800000,2022-04-30 05:00:00,0.15867447,0.9520468,6
1651298400000,2022-04-30 06:00:00,0.0,0.0,0
1651302000000,2022-04-30 07:00:00,0.0,0.0,0
1651305600000,2022-04-30 08:00:00,0.0007,0.0007,1
1651309200000,2022-04-30 09:00:00,0.0,0.0,0
1651312800000,2022-04-30 10:00:00,0.0,0.0,0
1651316400000,2022-04-30 11:00:00,0.0,0.0,0
1651320000000,2022-04-30 12:00:00,0.0,0.0,0
1651323600000,2022-04-30 13:00:00,0.0,0.0,0
1651327200000,2022-04-30 14:00:00,0.00147877,0.00147877,1
1651330800000,2022-04-30 15:00:00,0.0,0.0,0
1651334400000,2022-04-30 16:00:00,0.0,0.0,0
1651338000000,2022-04-30 17:00:00,0.0,0.0,0
1651341600000,2022-04-30 18:00:00,0.0,0.0,0
1651345200000,2022-04-30 19:00:00,0.0,0.0,0
1651348800000,2022-04-30 20:00:00,0.0,0.0,0
1651352400000,2022-04-30 21:00:00,0.0004,0.0004,1
1651356000000,2022-04-30 22:00:00,0.0,0.0,0
1651359600000,2022-04-30 23:00:00,0.0,0.0,0
1651363200000,2022-05-01 00:00:00,0.0,0.0,0
1651366800000,2022-05-01 01:00:00,0.0,0.0,0
1651370400000,2022-05-01 02:00:00,0.10863876,0.86911005,8
1651374000000,2022-05-01 03:00:00,0.0,0.0,0
1651377600000,2022-05-01 04:00:00,0.0,0.0,0
1651381200000,2022-05-01 05:00:00,0.0,0.0,0
1651384800000,2022-05-01 06:00:00,0.0,0.0,0
1651388400000,2022-05-01 07:00:00,0.0,0.0,0
1651392000000,2022-05-01 08:00:00,0.000704,0.000704,1
1651395600000,2022-05-01 09:00:00,0.0,0.0,0
1651399200000,2022-05-01 10:00:00,0.0,0.0,0
1651402800000,2022-05-01 11:00:00,0.0,0.0,0
1651406400000,2022-05-01 12:00:00,0.0,0.0,0
1651410000000,2022-05-01 13:00:00,0.0,0.0,0
1651413600000,2022-05-01 14:00:00,0.0,0.0,0
1651417200000,2022-05-01 15:00:00,0.0,0.0,0
1651420800000,2022-05-01 16:00:00,0.0,0.0,0
1651424400000,2022-05-01 17:00:00,0.0,0.0,0
1651428000000,2022-05-01 18:00:00,0.0,0.0,0
1651431600000,2022-05-01 19:00:00,0.0,0.0,0
1651435200000,2022-05-01 20:00:00,0.0,0.0,0
1651438800000,2022-05-01 21:00:00,0.01739897,0.01739897,1
1651442400000,2022-05-01 22:00:00,0.0,0.0,0
1651446000000,2022-05-01 23:00:00,0.0,0.0,0
1651449600000,2022-05-02 00:00:00,0.0,0.0,0
