price_change_3d,close_lag_6,close_lag_3,1h_flow_mean,volume_change_7d,price,macd_hist,low,price_change_1d,1h_flow_total,volatility_7d,open,close_lag_10,close_lag_12,close_lag_4,volatility_30d,close_lag_2,roc_5,close_lag_1,volume_change_1d,close_lag_8,roc_10,rsi,daily_range,high,close_7d_std,close_lag_5,price_change_7d,close_lag_11,close_lag_9,volatility_14d,volume_close_ratio,close_lag_7,roc_20,macd,close,volume,hmm_state,returns,signal,xgb_pred,savgol,kalman,gradient,second_deriv,xgb_signal,lstm_pred,lstm_signal,combined_signal,hmm_weight,xgb_weight,lstm_weight,price_change,position,trade_entry,strategy_return,cum_return,cum_price_return,peak,drawdown,bh_peak,bh_drawdown
1.4305148773578327,1.1299917669236463,1.1297405610789293,-0.09851325404949768,-2.1519612635762106,1.175157689483666,0.9058850909868598,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,0.6272597575003656,1.1328904236172497,1.1303268182317758,1.130494391138612,1.129824288493922,-0.31025241345248017,1.12965684152815,1.0983349085646223,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,1.5203505201019156,1.1299080237749026,0.9200310351783721,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.1300755179419293,0.512615539019492,0.748865091870293,1.175157689483666,-0.9133684180145362,1,0.0,1,-4.570101737044752e-06,-1.8292417475355067e-05,-0.00031715360034508065,0.0,0.0,0.0,,0.0,0.0,0.15,0.65,0.2,,0.0,True,,,,,,,
1.4305148773578327,1.1299917669236463,1.1297405610789293,-0.09851325404949768,-2.1519612635762106,1.175157689483666,1.1293977359705278,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,0.6272597575003656,1.1328904236172497,1.1303268182317758,1.130494391138612,1.129824288493922,-0.31025241345248017,1.1753266309201291,1.0983349085646223,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,1.6954832832641367,1.1299080237749026,0.9200310351783721,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.1300755179419293,0.512615539019492,0.9041730183982322,1.175157689483666,-0.9133684180145362,1,0.0,1,-4.570101737044752e-06,3.110791918256185e-05,-0.0001422349185913778,0.00017491868175370284,0.0,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.1299917669236463,1.1754111137764982,-0.09851325404949768,-2.1519612635762106,1.175157689483666,1.1927077106099522,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,0.6272597575003656,1.1328904236172497,1.1303268182317758,1.130494391138612,1.129824288493922,-0.31025241345248017,1.1753266309201291,1.0983349085646223,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,1.6954832832641962,1.1299080237749026,0.9200310351783721,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.1300755179419293,0.512615539019492,1.0151546239248,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,6.678594010216845e-05,-6.36676316890592e-05,7.85672869023186e-05,-9.635139485138424e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.1299917669236463,1.1754111137764982,-0.09851325404949768,-2.1519612635762106,1.175157689483666,1.1495686008584705,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,0.6272597575003656,1.1328904236172497,1.1303268182317758,1.130494391138612,1.175495604727367,-0.31025241345248017,1.1753266309201291,1.0983349085646223,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,1.5203505201021137,1.1299080237749026,0.9200310351783721,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.1300755179419293,0.512615539019492,1.0901428827348978,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,9.971949787411302e-05,-1.098520080811517e-05,5.268243088094403e-05,-2.588485602137457e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.1299917669236463,1.1754111137764982,-0.09851325404949768,-2.1519612635762106,1.175157689483666,1.0393506726713257,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,0.6272597575003656,1.1328904236172497,1.1303268182317758,1.130494391138612,1.175495604727367,-0.31025241345248017,1.1753266309201291,-0.024680329988894745,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,1.1067567166179617,1.1755801037745426,0.9200310351783721,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.1300755179419293,0.512615539019492,1.1360766589743925,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,9.148610843112687e-05,1.9446964410065967e-05,3.0432165218181136e-05,-2.2250265662762895e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.175664610919832,1.1754111137764982,-0.09851325404949768,-2.1519612635762106,1.175157689483666,0.8904980374787196,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,0.6272597575003656,1.1328904236172497,1.1303268182317758,1.130494391138612,1.175495604727367,-0.3310298222081992,1.1753266309201291,-0.024680329988894745,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,-0.314554945265073,1.1755801037745426,0.9200310351783721,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.1300755179419293,0.512615539019492,1.1587234898809682,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,9.148610843112687e-05,3.9918422883118015e-05,2.047145847305205e-05,-9.960706745129087e-06,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.175664610919832,1.1754111137764982,-0.09851325404949768,-0.11105996531785235,1.175157689483666,0.7232034737183316,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,-0.3917996914366095,1.1328904236172497,1.1303268182317758,1.130494391138612,1.175495604727367,-0.3310298222081992,1.1753266309201291,-0.024680329988894745,1.1752421561564537,-0.04175657072071165,1.1301592768315272,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,-0.314554945265073,1.1755801037745426,-0.029205718424033068,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.175749126165044,0.512615539019492,1.1628674795049567,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,9.148610843112687e-05,5.423083165039314e-05,1.4312408767275123e-05,-6.159049705776926e-06,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.175664610919832,1.1754111137764982,-0.09851325404949768,-0.11105996531785235,1.175157689483666,0.5514714782361362,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,-0.3917996914366095,1.1328904236172497,1.1303268182317758,1.130494391138612,1.175495604727367,-0.3310298222081992,1.1753266309201291,-0.024680329988894745,1.1752421561564537,-0.04175657072071165,1.1758336495119857,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,-0.314554945265073,1.1755801037745426,-0.029205718424033068,1.1304106007459818,1.130243043594217,0.18096332931675077,-0.6172668843579526,1.175749126165044,0.512615539019492,1.152467716105528,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,9.235207315733918e-05,6.467877628997784e-05,1.0447944639584698e-05,-3.864464127690425e-06,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.175664610919832,1.1754111137764982,-0.09851325404949768,-0.11105996531785235,1.175157689483666,0.38470382780207607,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,-0.3917996914366095,1.1328904236172497,1.1303268182317758,1.130494391138612,1.175495604727367,-0.3310298222081992,1.1753266309201291,-0.024680329988894745,1.1752421561564537,-0.04175657072071165,1.1758336495119857,0.7594197567772136,0.9864129513091922,-0.3890888537986127,1.1372376986642194,-0.314554945265073,1.1755801037745426,-0.029205718424033068,1.1304106007459818,1.1759181809624666,0.18096332931675077,-0.6172668843579526,1.175749126165044,0.512615539019492,1.1307917902336553,1.175157689483666,-0.9133684180145362,1,0.0,1,9.148610843112692e-05,9.119593742070716e-05,7.189769730782703e-05,7.218921017849197e-06,-3.2290236217355007e-06,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.019114972889561255,1.175664610919832,1.1754111137764982,-0.09851325404949768,-0.11105996531785235,1.175157689483666,0.2289132319911286,1.1665411558694851,-0.011034690865340932,-0.07103567942613526,-0.3917996914366095,1.1328904236172497,1.1760027205182961,1.130494391138612,1.175495604727367,-0.3310298222081992,1.1753266309201291,-0.024680329988894745,1.1752421561564537,-0.04175657072071165,1.1758336495119857,-0.034913892366036876,0.9864129513091922,-0.3890888537986127,1.1372376986642194,-0.314554945265073,1.1755801037745426,-0.029205718424033068,1.1304106007459818,1.1759181809624666,0.18096332931675077,-0.6172668843579526,1.175749126165044,0.512615539019492,1.1005282832323449,1.175157689483666,-0.9133684180145362,1,0.0,1,8.138318662531674e-05,7.705791129930207e-05,7.32974687219012e-05,1.3997714140741709e-06,-5.819149603775026e-06,0.0,0.6478396654129028,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
