volume_close_ratio,close_lag_8,macd_hist,close_lag_4,rsi,price,1h_flow_mean,volatility_30d,close,high,close_7d_std,close_lag_12,close_lag_7,roc_5,1h_flow_total,close_lag_6,low,price_change_7d,close_lag_1,roc_10,volatility_14d,open,close_lag_5,price_change_3d,close_lag_3,close_lag_11,roc_20,daily_range,close_lag_10,price_change_1d,volume_change_7d,close_lag_2,close_lag_9,volume_change_1d,volume,macd,volatility_7d,hmm_state,returns,signal,xgb_pred,savgol,kalman,gradient,second_deriv,xgb_signal,lstm_pred,lstm_signal,combined_signal,hmm_weight,xgb_weight,lstm_weight,price_change,position,trade_entry,strategy_return,cum_return,cum_price_return,peak,drawdown,bh_peak,bh_drawdown
-0.6172668843579526,1.1301592768315272,0.9058850909868598,1.129824288493922,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.31025241345248017,1.175157689483666,1.1372376986642194,1.5203505201019156,1.130494391138612,1.1300755179419293,1.0983349085646223,-0.07103567942613526,1.1299917669236463,1.1665411558694851,0.9200310351783721,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1299080237749026,1.4305148773578327,1.1297405610789293,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-2.1519612635762106,1.12965684152815,1.130243043594217,-0.04175657072071165,-0.9133684180145362,0.748865091870293,0.6272597575003656,1,0.0,1,-0.00010375805868534371,-0.00011331804021860338,-0.0010670300334182908,0.0,0.0,0.0,,0.0,0.0,0.15,0.65,0.2,,0.0,True,,,,,,,
-0.6172668843579526,1.1301592768315272,1.1293977359705278,1.129824288493922,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.31025241345248017,1.175157689483666,1.1372376986642194,1.6954832832641367,1.130494391138612,1.1300755179419293,1.0983349085646223,-0.07103567942613526,1.1299917669236463,1.1665411558694851,0.9200310351783721,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1299080237749026,1.4305148773578327,1.1297405610789293,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-2.1519612635762106,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,0.9041730183982322,0.6272597575003656,1,0.0,1,-0.00010375805868534371,-7.890210669886842e-05,-0.0005707304865139656,0.0004962995469043252,0.0,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1301592768315272,1.1927077106099522,1.129824288493922,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.31025241345248017,1.175157689483666,1.1372376986642194,1.6954832832641962,1.130494391138612,1.1300755179419293,1.0983349085646223,-0.07103567942613526,1.1299917669236463,1.1665411558694851,0.9200310351783721,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1299080237749026,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-2.1519612635762106,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,1.0151546239248,0.6272597575003656,1,0.0,1,-3.6838187952525914e-05,-5.404615471239332e-05,-0.00037651787831631176,0.00019421260819765384,-0.00030208693870667133,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1301592768315272,1.1495686008584705,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.31025241345248017,1.175157689483666,1.1372376986642194,1.5203505201021137,1.130494391138612,1.1300755179419293,1.0983349085646223,-0.07103567942613526,1.1299917669236463,1.1665411558694851,0.9200310351783721,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1299080237749026,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-2.1519612635762106,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,1.0901428827348978,0.6272597575003656,1,0.0,1,-3.6838187952525914e-05,-3.110219903257008e-05,-0.0002651422901796452,0.00011137558813666658,-8.283702006098726e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1301592768315272,1.0393506726713257,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.31025241345248017,1.175157689483666,1.1372376986642194,1.1067567166179617,1.130494391138612,1.1300755179419293,-0.024680329988894745,-0.07103567942613526,1.1299917669236463,1.1665411558694851,0.9200310351783721,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1755801037745426,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-2.1519612635762106,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,1.1360766589743925,0.6272597575003656,1,0.0,1,-3.6838187952525914e-05,-3.68381879525259e-05,-0.0001973400125416865,6.780227763795868e-05,-4.357331049870789e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1301592768315272,0.8904980374787196,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.3310298222081992,1.175157689483666,1.1372376986642194,-0.314554945265073,1.130494391138612,1.1300755179419293,-0.024680329988894745,-0.07103567942613526,1.175664610919832,1.1665411558694851,0.9200310351783721,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1755801037745426,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-2.1519612635762106,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,1.1587234898809682,0.6272597575003656,1,0.0,1,-3.6838187952525914e-05,-3.68381879525259e-05,-0.0001517299975758577,4.561001496582881e-05,-2.2192262672129877e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1301592768315272,0.7232034737183316,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.3310298222081992,1.175157689483666,1.1372376986642194,-0.314554945265073,1.130494391138612,1.175749126165044,-0.024680329988894745,-0.07103567942613526,1.175664610919832,1.1665411558694851,-0.029205718424033068,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1755801037745426,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-0.11105996531785235,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,1.1628674795049567,-0.3917996914366095,1,0.0,1,-3.6838187952525914e-05,-3.68381879525259e-05,-0.0001198422266614508,3.18877709144069e-05,-1.3722244051421909e-05,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1758336495119857,0.5514714782361362,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.3310298222081992,1.175157689483666,1.1372376986642194,-0.314554945265073,1.130494391138612,1.175749126165044,-0.024680329988894745,-0.07103567942613526,1.175664610919832,1.1665411558694851,-0.029205718424033068,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1755801037745426,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-0.11105996531785235,1.1753266309201291,1.130243043594217,-0.04175657072071165,-0.9133684180145362,1.152467716105528,-0.3917996914366095,1,0.0,1,-3.6838187952525914e-05,-3.571865007480871e-05,-9.678635449367387e-05,2.3055872167776926e-05,-8.831898746629972e-06,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1758336495119857,0.38470382780207607,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.3310298222081992,1.175157689483666,1.1372376986642194,-0.314554945265073,1.130494391138612,1.175749126165044,-0.024680329988894745,-0.07103567942613526,1.175664610919832,1.1665411558694851,-0.029205718424033068,1.1752421561564537,0.7594197567772136,0.18096332931675077,1.1328904236172497,1.1755801037745426,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1303268182317758,-0.011034690865340932,-0.11105996531785235,1.1753266309201291,1.1759181809624666,-0.04175657072071165,-0.9133684180145362,1.1307917902336553,-0.3917996914366095,1,0.0,1,-3.6838187952525914e-05,-3.597830634264805e-05,-8.023222584137522e-05,1.6554128652298644e-05,-6.501743515478282e-06,0.0,,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6172668843579526,1.1758336495119857,0.2289132319911286,1.175495604727367,0.9864129513091922,1.175157689483666,-0.09851325404949768,-0.3310298222081992,1.175157689483666,1.1372376986642194,-0.314554945265073,1.130494391138612,1.175749126165044,-0.024680329988894745,-0.07103567942613526,1.175664610919832,1.1665411558694851,-0.029205718424033068,1.1752421561564537,-0.034913892366036876,0.18096332931675077,1.1328904236172497,1.1755801037745426,-0.019114972889561255,1.1754111137764982,1.1304106007459818,0.512615539019492,-0.3890888537986127,1.1760027205182961,-0.011034690865340932,-0.11105996531785235,1.1753266309201291,1.1759181809624666,-0.04175657072071165,-0.9133684180145362,1.1005282832323449,-0.3917996914366095,1,0.0,1,-4.989946319255978e-05,-5.9196335288496396e-05,-7.452598220222418e-05,5.706243639151039e-06,-1.0847885013147605e-05,0.0,0.060352809727191925,0.0,0.0,0.15,0.65,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
